fund_token,award_year_token,sel_set_year_token,fund_family,fund_ledger_number,fund_list_sequence,fund_long_name,fund_short_name,fund_desc,fund_type,fund_source,fund_gov_id,fund_lock,scan_group_1,fund_min,fund_max,fund_balance,fund_number_award,fund_amt_award,fund_number_accept,fund_amt_accept,fund_amt_paid,fund_number_paid,fund_available_dollars,fund_rounding,fund_distribution,fund_disbursement,fund_alternate,fund_real_dollars,fund_tfc_replacement,fund_need_based,fund_equity_offset,net_proceeds_percent,message_token,non_pars_flag,scan_group_2,direct_loan,dflt_ln_interest_rate,dflt_ln_deferment_request,dflt_ln_capitalize_interest,dflt_ln_eft_authorization,dflt_ln_borrower_signature,dflt_ln_first_time_borrower,ext_fund_code,fund_grant_subtype,fund_loan_subtype,alternative_loan,alp_loan_program_id,alp_lender,alp_guarantor,loan_type,anticipated,fund_external_name,fund_family_2,renewable,renew_increment_type,renew_increment_amt,renew_default_status,bypass_disb_rules,web_description,include_in_need_based,hold_release_flag,direct_loan_disbursement_option,fund_reduce_netpartner,web_display,alt_fund_satisfactory_progress,fin_aid_disclosure_category,report_as_additional_unsub,gainful_employment_reporting,bypass_ext_disb_tracking_status,unreconciled_changes,reconciliation_date,estimated_award,disburse_estimated,cod_reporting_if_estimated,default_award_status,web_display_awards_page,web_display_accept_awards_page,active_fund,bypass_fed_pack_requirements,fund_job_subtype,date_message_assigned,disb_to_date_option,cfp_category,bypass_coa,include_in_CDS,include_in_IPEDS,include_in_LCME,origination_fee,fvt_gv_fund_rep_type,File_Name,Snapshot_Date
36,1999,null,null,null,15,Greater James,GJBC,Greater Saint James Church Scholarship,G,O,null,null,null,250,500,500,1,250,1,250,0,0,250,0,1,Y,null,500,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
37,1999,null,null,null,9770,General Motor Sch,GM SCHOL,General Motors Scholarship,G,O,null,null,null,1000,1000,10000,1,1000,1,1000,1000,1,9000,null,null,Y,null,10000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
38,1999,null,null,null,115,Honor's Scholarship,HONORS,Honor's Scholarship,G,I,null,null,null,50000,50000,50000,11,19320,11,19320,14320,8,30680,null,null,Y,null,50000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
39,1999,null,null,null,null,Huntsman Scholarship,HUNTSMAN,Huntsman Scholarship,G,O,null,null,null,null,null,0,0,0,0,0,0,0,0,null,null,Y,null,0,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
40,1999,null,null,null,120,Kashmere Class Scholarship,KASHMERE,Kashmere Scholarship,G,O,null,null,null,500,500,500,1,500,1,500,500,1,0,null,null,Y,null,500,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
41,1999,null,null,null,56,UMC Knowles Scholarship,KNOWLES,J. A. Knowles Memorial Scholarship (UMC),G,O,null,null,null,500,1000,50000,14,13500,14,13500,5500,6,36500,null,null,Y,null,50000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
42,1999,null,null,null,881,Levy Scholarship,LEVY,Levy Scholarship,G,O,null,null,null,500,500,500,1,100,1,100,100,1,400,null,null,Y,null,500,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
43,1999,null,null,null,null,United Methodist Chuch Scholarship,UMC,United Methodist Church Scholarship,G,O,null,null,null,null,null,0,0,0,0,0,0,0,0,null,null,Y,null,0,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
44,1999,null,null,null,299,Miller Brewing Co. Scholarship,MILLER,Miller Brewing Co. Scholarship,G,O,null,null,null,1000,1000,5000,1,1000,1,1000,1000,1,4000,null,null,Y,null,5000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
45,1999,null,null,null,906,NSDAR Scholarship,NSDAR,NSDAR Scholarship,G,O,null,null,null,5000,5000,50000,1,1000,1,1000,1000,1,49000,null,null,Y,null,50000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
47,1999,null,null,null,54,Perkins Loan,PERK,Federal Perkins Loan Program,L,F,N,null,null,3000,3000,500000,87,139174,87,139174,134665,84,360826,0,1,Y,null,500000,N,Y,N,null,null,N,null,N,5,Y,null,null,Y,Y,null,null,STU,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
48,1999,null,null,null,226,Ransom Scholarship,RANSOM,Ransom Scholarship,G,O,null,null,null,500,1000,1000,1,500,1,500,500,1,500,null,null,Y,null,1000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
49,1999,null,null,null,null,Texas Rehab Scholarship,REHAB,Rehabilitation for State of Texas,G,S,null,null,null,500,1000,5000,1,1000,1,1000,1000,1,4000,null,null,Y,null,5000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
50,1999,null,null,null,110,Serve Scholarship,SERVE,Serve Scholarship,G,O,null,null,null,500,500,1000,1,1000,1,1000,1000,1,0,null,null,Y,null,1000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
51,1999,null,null,null,226,Athletic Scholarship Men's Soccer,ATHMS,Athletic Scholarship Men's Soccer,G,I,null,null,null,2000,2000,7000,2,4000,1,2000,1000,1,3000,null,null,Y,null,7000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
52,1999,null,null,null,60,Faculty/Staff Cost Reduction Award,STAFF,Faculty/Staff Cost Reduction Award,G,I,null,null,null,4664,4664,50000,13,18846,13,18846,17146,12,31154,0,1,Y,null,50000,N,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
54,1999,null,null,null,109,Steppers Scholarship,STEPPERS,Steppers Scholarship,G,O,null,null,null,500,500,1000,1,500,1,500,500,1,500,null,null,Y,null,1000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
56,1999,240,null,null,666,Texas Grant,TEXAS,Texas Grant,G,S,null,null,null,1250,2500,70000,2,3750,2,3750,3750,3,66250,0,1,Y,0,70000,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
57,1999,null,null,null,84,ATHLETIC,ATHLETIC,ATHLETIC SCHOLARSHIP,G,I,null,null,null,5000,5000,125000,40,111349,40,111349,75385,28,13651,0,1,Y,null,125000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
58,1999,null,null,null,99,DIVISION SCHOLARSHIP,Division,DIVISION SCHOLARSHIP,G,O,null,null,null,5000,5000,500000,14,13000,14,13000,9500,10,487000,0,1,Y,null,500000,N,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
59,1999,null,null,null,299,WORTHING SCHOLARSHIP,WORTHING,Worthing Scholarship 1999-2000,G,O,null,null,null,500,1500,20000,4,6000,4,6000,6000,4,14000,0,1,Y,null,20000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
60,1999,null,null,null,null,TINSLEY SCHOLARSHIP,TINSLEY,null,G,O,null,null,null,500,1000,1000,1,1000,1,1000,1000,1,0,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
61,1999,null,null,null,954,VIVIAN LEWIS NICHOLS,VLNS,VIVIAN LEWIS NICHOLS SCHOLARSHIP,G,O,null,null,null,1000,2500,50000,5,9500,5,9500,6500,4,40500,0,1,Y,null,50000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
62,1999,null,null,null,569,DEP. OF UNITED METHODIST,METDEP,DEPENDENT OF UNITED METHODIST,G,I,null,null,null,1000,5000,50000,4,6300,4,6300,2700,2,43700,0,1,Y,null,50000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
63,1999,null,null,null,null,DOLE SCHOLARSHIP,DOLE,DOLE SCHOLARSHIP,G,O,null,null,null,500,3500,3500,1,1959,1,1959,0,0,1541,0,1,Y,null,3500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
64,1999,null,null,null,null,LIVESTOCK SCHOLARSHIP,LIVESTOCK,LIVESTOCK SCHOLARSHIP,G,O,null,null,null,500,2500,3000,1,2500,1,2500,0,0,500,0,1,Y,null,3000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
65,1999,null,null,null,null,BOYS CLUB,BOYS CLUB,BOYS CLUB,G,O,null,null,null,750,1500,1500,1,1500,1,1500,1500,1,0,0,1,Y,null,1500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
66,1999,null,null,null,null,KIWANIS CLUB,KIWANIS,DIWANIS CLUB,G,O,null,null,null,300,300,600,1,300,1,300,300,1,300,0,1,Y,null,600,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
67,1999,null,null,null,null,POLYTECH SCHOLARSHIP,POLYTECH,POLYTECH SCHOLARSHIP,G,O,null,null,null,250,250,1000,1,250,1,250,0,0,750,0,1,Y,null,500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
68,1999,null,null,null,502,ALLOCATION SCHOLARSHIP,ALLOC,ALLOCATION SCHOLARSHIP,G,O,null,null,null,1000,5000,10000,5,4500,5,4500,4500,5,5500,0,1,Y,null,10000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
69,1999,null,null,null,133,BAND SCHOLARSHIP,BAND,BAND SCHOLARSHIP,G,I,null,null,null,5000,5000,500000,3,13761,3,13761,7557,2,486239,0,1,Y,null,500000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
71,1999,null,null,null,null,Lions Club Scholarship,Lions Club,Lions Club Scholarship 1999-2000,G,O,null,null,null,500,500,1000,1,1000,1,1000,1000,1,0,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
72,1999,null,null,null,444,Basin Scholarship,Basin,Basin Scholarship 1999-2000,G,O,null,null,null,1000,1000,20000,1,1000,1,1000,1000,1,19000,null,null,Y,null,20000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
73,1999,null,null,null,52,Tartt Scholarship 1999-2000,Tartt,Tartt Scholarship 1999-2000,G,O,null,null,null,1500,3000,150000,44,118782,44,118782,115782,43,31218,null,null,Y,null,150000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
74,1999,null,null,null,null,Delta Scholarship 1999-2000,Delta Sch,Delta Scholarship 1999-2000,G,O,null,null,null,2000,4000,20000,1,2025,1,2025,2025,1,17975,null,null,Y,null,20000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
75,1999,null,null,null,70,West Orange Scholarship 1999-2000,West Orang,West Orange Scholarship,G,O,null,null,null,500,500,1000,1,500,1,500,0,0,500,null,null,Y,null,1000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
76,1999,null,null,null,100,Teach For Texas,Teach,null,G,O,null,null,null,1250,2500,2500,1,2500,1,2500,0,0,0,null,null,Y,null,2500,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
77,1999,null,null,null,915,Thomas Brown Endowed Scholarship,T.  Brown,Thomas Brown Endowed Scholarship,G,O,null,null,null,1000,2000,5000,3,2614,3,2614,1506,2,2386,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
78,1999,null,null,null,920,Rountree Scholarship 1999-2000,Rountree,Rountree Scholarship 1999-2000,G,O,null,null,null,1200,1200,1000,1,300,1,300,0,0,700,null,null,Y,null,1000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
79,1999,null,null,null,65,Bryant Gumbel Scholarship 1999-2000,Gumbel Sch,Bryant Gumbel Scholarship 1999-2000,J,O,null,null,null,2500,2500,50000,2,10000,2,10000,10000,2,40000,null,null,Y,null,50000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,N,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
80,1999,null,null,null,51,Ross & Travis Lewis Scholarship 99-00,R & T Lewi,Ross & Travis Lewis Scholarship 99-00,G,O,null,null,null,650,1300,5000,2,2600,2,2600,2600,2,2400,null,null,Y,null,5000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
81,1999,null,null,null,50,UNCF Bettingen Scholarship 99-00,Bettinger,Bettingen UNCF Scholarship 99-00,G,O,null,null,null,1000,2500,5000,1,1934,1,1934,1934,1,3066,null,null,Y,null,5000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
84,1999,null,null,null,68,Harley Scholarship 99-00,Harley Sch,Harley Scholarship 99-00,G,O,null,null,null,1000,1000,2500,1,1181,1,1181,1181,1,1319,null,null,Y,null,2500,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
85,1999,null,null,null,75,Houston Wiley Club Scholarship,Hou/Wiley,Houston Wiley Club Scholarship 99-00,G,O,null,null,null,2500,5000,5000,1,1000,1,1000,1000,1,4000,null,null,Y,null,5000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
86,1999,null,null,null,88,Scholarship In Escrow,SIE,Scholarship In Escrow,G,O,null,null,null,500,1000,1000,1,210,1,210,210,1,790,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
87,1999,null,null,null,102,Jass Ensemble,Jazz Ensem,Jazz Ensemble Music Scholarship,G,O,null,null,null,1000,1000,10000,3,3489,3,3489,1089,1,6511,null,null,Y,null,10000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
